age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group
58,FEMALE,22,0,71,48,2,17,2,3.3,Not Subscribed,3,0,24,1,1,3
43,FEMALE,3,2,41,42,1,8,2,3.0,Not Subscribed,2,0,21,3,1,2
19,FEMALE,10,3,44,43,1,24,3,3.9,Not Subscribed,0,0,15,4,0,1
23,FEMALE,11,1,81,3,2,4,0,2.8,Not Subscribed,5,0,48,5,2,1
65,FEMALE,22,0,77,37,2,2,2,4.5,Not Subscribed,0,0,47,1,5,3
58,FEMALE,14,2,26,9,1,10,0,4.0,Not Subscribed,2,0,23,4,6,3
50,FEMALE,0,0,31,13,1,3,2,2.9,Not Subscribed,1,0,4,4,5,0
67,FEMALE,2,1,82,11,2,23,1,4.0,Not Subscribed,2,0,47,2,2,3
40,FEMALE,17,2,60,25,3,8,2,3.4,Not Subscribed,5,0,7,4,4,2
55,FEMALE,16,1,70,41,0,11,0,2.5,Not Subscribed,2,0,6,2,0,0
52,FEMALE,9,1,26,47,3,15,3,2.8,Not Subscribed,0,0,47,2,5,0
62,FEMALE,5,1,100,4,0,4,2,3.0,Not Subscribed,2,0,7,4,2,3
64,FEMALE,5,1,82,9,1,6,2,3.1,Not Subscribed,2,0,1,3,5,3
43,FEMALE,20,2,24,19,3,17,1,2.6,Not Subscribed,0,0,23,2,6,2
61,FEMALE,2,1,74,11,0,20,2,4.9,Not Subscribed,0,0,30,2,4,3
26,FEMALE,0,0,58,4,3,8,2,3.5,Not Subscribed,3,0,24,2,5,1
22,FEMALE,23,1,56,0,0,14,1,2.6,Not Subscribed,5,0,9,4,6,1
51,FEMALE,3,2,37,43,0,15,1,3.5,Not Subscribed,0,0,25,2,5,0
69,FEMALE,7,0,64,16,1,6,1,4.5,Not Subscribed,2,0,18,1,1,3
50,FEMALE,9,1,58,44,2,22,1,4.3,Not Subscribed,3,0,7,5,3,0
51,FEMALE,1,0,44,14,0,4,2,4.8,Not Subscribed,3,0,2,1,0,0
56,FEMALE,12,0,39,9,1,3,2,4.2,Not Subscribed,2,0,36,3,0,0
59,FEMALE,2,1,48,0,0,2,1,3.2,Not Subscribed,3,0,31,4,1,3
18,FEMALE,7,0,32,26,1,6,0,4.1,Not Subscribed,1,0,10,1,3,1
48,FEMALE,7,0,79,38,1,14,3,4.0,Not Subscribed,1,0,27,4,4,0
53,FEMALE,4,3,27,40,0,21,3,2.9,Not Subscribed,3,0,14,4,2,0
45,FEMALE,1,0,98,12,2,15,0,2.6,Not Subscribed,5,0,17,2,4,0
21,FEMALE,3,2,67,32,1,11,3,2.7,Not Subscribed,2,0,10,0,5,1
42,FEMALE,21,1,37,8,0,1,3,4.6,Not Subscribed,0,0,4,4,1,2
60,FEMALE,17,2,49,37,1,23,1,3.2,Not Subscribed,5,0,25,1,2,3
21,FEMALE,20,2,74,44,1,22,0,4.1,Not Subscribed,0,0,3,4,1,1
69,FEMALE,12,0,93,5,1,13,2,3.9,Not Subscribed,4,0,47,5,3,3
40,FEMALE,7,0,60,43,0,18,2,3.0,Not Subscribed,3,0,41,0,1,2
31,FEMALE,4,3,76,16,2,8,1,3.6,Not Subscribed,4,0,28,5,2,1
44,FEMALE,22,0,64,49,0,6,2,4.6,Not Subscribed,1,0,49,3,2,2
48,FEMALE,17,2,38,18,3,13,1,4.5,Not Subscribed,5,0,7,0,3,0
32,FEMALE,17,2,91,18,0,3,3,3.2,Not Subscribed,3,0,22,0,4,2
42,FEMALE,3,2,70,28,2,11,2,4.9,Not Subscribed,0,0,34,5,4,2
27,FEMALE,14,2,22,15,1,22,0,5.0,Not Subscribed,4,0,5,3,1,1
69,FEMALE,6,0,59,29,1,0,1,3.8,Not Subscribed,4,0,15,1,1,3
67,FEMALE,0,0,22,32,1,2,1,3.4,Not Subscribed,3,0,26,0,6,3
41,FEMALE,7,0,74,47,2,14,3,3.8,Not Subscribed,5,0,3,0,3,2
46,FEMALE,23,1,71,16,0,12,1,3.2,Not Subscribed,1,0,42,2,5,0
47,FEMALE,4,3,80,4,2,4,2,4.7,Not Subscribed,5,0,1,5,4,0
33,FEMALE,24,1,59,40,0,13,0,4.5,Not Subscribed,1,0,20,4,2,2
51,FEMALE,0,0,96,4,0,8,0,3.3,Not Subscribed,4,0,39,4,4,0
26,FEMALE,22,0,43,6,0,3,3,3.9,Not Subscribed,5,0,24,2,3,1
22,FEMALE,1,0,76,11,2,5,3,3.6,Not Subscribed,1,0,49,0,5,1
49,FEMALE,10,3,59,33,1,0,0,2.8,Not Subscribed,5,0,7,5,1,0
58,FEMALE,19,1,48,21,0,20,2,4.3,Not Subscribed,2,0,13,5,2,3
70,FEMALE,1,0,22,24,2,7,1,3.5,Not Subscribed,2,0,2,1,6,3
32,FEMALE,3,2,40,4,1,9,3,4.2,Not Subscribed,1,0,4,3,6,2
62,FEMALE,11,1,73,7,0,11,1,4.6,Not Subscribed,1,0,17,3,5,3
52,FEMALE,17,2,26,0,3,18,0,2.6,Not Subscribed,2,0,43,4,1,0
23,FEMALE,23,1,41,28,0,21,1,3.4,Not Subscribed,3,0,6,4,4,1
26,FEMALE,12,0,98,31,0,15,1,3.1,Not Subscribed,4,0,46,4,5,1
58,FEMALE,16,1,63,36,0,23,3,3.6,Not Subscribed,2,0,7,3,1,3
26,FEMALE,3,2,55,20,0,12,3,4.2,Not Subscribed,3,0,34,3,3,1
54,FEMALE,18,1,90,43,3,0,3,3.6,Not Subscribed,4,0,21,4,2,0
66,FEMALE,7,0,46,28,1,2,2,3.6,Not Subscribed,1,0,13,5,1,3
60,FEMALE,23,1,88,12,2,18,1,3.0,Not Subscribed,5,0,33,3,1,3
32,FEMALE,1,0,95,1,1,2,1,2.5,Not Subscribed,0,0,24,0,1,2
48,FEMALE,1,0,31,49,1,12,0,4.0,Not Subscribed,5,0,4,0,0,0
69,FEMALE,9,1,42,5,0,24,1,4.1,Not Subscribed,3,0,5,1,1,3
64,FEMALE,20,2,44,44,0,16,3,4.9,Not Subscribed,3,0,11,2,6,3
56,FEMALE,24,1,99,43,1,12,1,4.0,Not Subscribed,3,0,20,0,0,0
22,FEMALE,13,1,20,12,2,17,2,3.5,Not Subscribed,5,0,28,4,5,1
46,FEMALE,15,0,37,11,2,9,1,3.2,Not Subscribed,5,0,43,4,4,0
24,FEMALE,23,1,50,27,0,7,3,2.8,Not Subscribed,5,0,10,5,2,1
47,FEMALE,7,0,73,43,1,10,2,3.5,Not Subscribed,3,0,26,5,2,0
62,FEMALE,16,1,84,32,1,4,1,3.1,Not Subscribed,2,0,29,0,4,3
34,FEMALE,5,1,64,3,1,20,1,3.3,Not Subscribed,5,0,35,0,5,2
50,FEMALE,14,2,21,32,0,2,0,4.6,Not Subscribed,2,0,23,1,1,0
29,FEMALE,16,1,36,42,1,15,2,4.9,Not Subscribed,5,0,15,0,5,1
68,FEMALE,5,1,81,27,0,14,3,3.4,Not Subscribed,0,0,46,2,0,3
52,FEMALE,22,0,54,43,0,19,0,3.5,Not Subscribed,3,0,14,0,1,0
29,FEMALE,21,1,63,37,0,18,2,4.8,Not Subscribed,5,0,17,1,2,1
22,FEMALE,14,2,59,9,1,7,2,2.7,Not Subscribed,5,0,9,1,6,1
62,FEMALE,8,0,53,22,2,0,0,3.4,Not Subscribed,4,0,13,5,3,3
69,FEMALE,16,1,63,15,0,23,3,3.5,Not Subscribed,3,0,20,0,4,3
48,FEMALE,17,2,33,7,1,19,0,3.7,Not Subscribed,2,0,39,0,5,0
66,FEMALE,13,1,64,30,0,5,2,3.3,Not Subscribed,3,0,50,0,5,3
42,FEMALE,16,1,98,21,2,12,0,2.9,Not Subscribed,2,0,21,0,1,2
50,FEMALE,8,0,85,44,0,17,3,3.9,Not Subscribed,1,0,3,0,6,0
32,FEMALE,12,0,82,11,2,3,2,2.7,Not Subscribed,1,0,9,4,3,2
51,FEMALE,10,3,85,40,1,8,2,4.3,Not Subscribed,4,0,29,1,1,0
27,FEMALE,16,1,37,12,2,15,3,3.0,Not Subscribed,0,0,42,0,6,1
43,FEMALE,13,1,56,9,2,21,2,5.0,Not Subscribed,0,0,41,3,3,2
48,FEMALE,19,1,33,36,1,13,0,2.7,Not Subscribed,1,0,17,3,4,0
62,FEMALE,14,2,57,0,1,24,3,4.7,Not Subscribed,3,0,20,4,0,3
65,FEMALE,2,1,31,10,0,7,3,4.6,Not Subscribed,4,0,18,2,1,3
50,FEMALE,21,1,69,36,1,17,0,3.2,Not Subscribed,0,0,7,4,4,0
60,FEMALE,10,3,92,12,1,7,3,4.3,Not Subscribed,2,0,47,0,3,3
19,FEMALE,7,0,46,42,0,10,0,4.6,Not Subscribed,3,0,2,0,1,1
21,FEMALE,1,0,81,15,3,9,1,4.9,Not Subscribed,2,0,25,3,5,1
19,FEMALE,2,1,97,42,2,8,0,3.8,Not Subscribed,1,0,26,5,0,1
46,FEMALE,16,1,93,26,0,8,2,2.6,Not Subscribed,1,0,2,3,6,0
21,FEMALE,7,0,56,3,1,13,1,4.7,Not Subscribed,5,0,45,5,1,1
26,FEMALE,15,0,53,40,1,4,0,4.1,Not Subscribed,2,0,9,0,1,1
50,FEMALE,4,3,66,25,0,7,1,3.7,Not Subscribed,5,0,1,5,6,0
43,FEMALE,9,1,50,8,1,13,0,3.0,Not Subscribed,2,0,4,4,1,2
61,FEMALE,18,1,97,45,0,2,2,4.7,Not Subscribed,4,0,31,3,5,3
63,FEMALE,14,2,79,17,3,19,3,4.7,Not Subscribed,0,0,21,2,2,3
46,FEMALE,16,1,76,17,1,11,0,4.0,Not Subscribed,5,0,32,3,3,0
63,FEMALE,9,1,38,17,0,1,0,2.6,Not Subscribed,4,0,16,5,6,3
23,FEMALE,21,1,45,9,1,16,0,3.0,Not Subscribed,1,0,34,2,3,1
57,FEMALE,7,0,77,14,3,18,0,3.3,Not Subscribed,3,0,40,5,1,0
57,FEMALE,12,0,51,4,1,15,2,3.4,Not Subscribed,4,0,4,1,2,0
33,FEMALE,4,3,26,36,0,10,1,4.0,Not Subscribed,4,0,3,1,5,2
57,FEMALE,22,0,76,18,0,10,3,2.6,Not Subscribed,5,0,28,0,1,0
55,FEMALE,6,0,94,17,1,0,3,3.4,Not Subscribed,2,0,43,2,2,0
65,FEMALE,10,3,32,3,2,9,0,4.4,Not Subscribed,4,0,20,1,0,3
60,FEMALE,14,2,20,19,2,5,2,4.7,Not Subscribed,1,0,40,5,2,3
52,FEMALE,13,1,20,44,1,24,2,4.5,Not Subscribed,5,0,34,5,2,0
34,FEMALE,10,3,59,33,1,15,0,2.9,Not Subscribed,5,0,11,0,2,2
33,FEMALE,23,1,97,21,1,24,2,4.2,Not Subscribed,1,0,26,1,5,2
58,FEMALE,24,1,68,3,1,14,1,4.1,Not Subscribed,3,0,29,1,1,3
35,FEMALE,3,2,66,16,0,7,1,4.4,Not Subscribed,5,0,47,0,6,2
68,FEMALE,17,2,85,13,0,24,1,4.7,Not Subscribed,2,0,48,5,3,3
58,FEMALE,19,1,32,22,1,7,0,3.1,Not Subscribed,3,0,29,1,1,3
34,FEMALE,4,3,44,17,1,21,1,2.7,Not Subscribed,0,0,14,0,4,2
47,FEMALE,2,1,95,16,0,7,0,4.6,Not Subscribed,3,0,40,1,2,0
35,FEMALE,22,0,85,9,1,13,3,4.4,Not Subscribed,3,0,4,5,6,2
34,FEMALE,6,0,44,1,3,15,2,4.6,Not Subscribed,2,0,37,0,6,2
36,FEMALE,22,0,30,23,2,15,3,4.9,Not Subscribed,1,0,47,2,1,2
23,FEMALE,20,2,21,15,0,11,3,4.0,Not Subscribed,0,0,1,5,5,1
68,FEMALE,9,1,22,2,1,17,2,2.9,Not Subscribed,5,0,26,1,5,3
23,FEMALE,3,2,70,18,0,0,1,2.6,Not Subscribed,2,0,12,3,5,1
57,FEMALE,7,0,29,42,3,17,1,4.6,Not Subscribed,4,0,16,4,3,0
21,FEMALE,16,1,83,45,2,24,3,4.9,Not Subscribed,2,0,19,4,0,1
45,FEMALE,23,1,99,33,1,16,3,4.3,Not Subscribed,1,0,21,2,6,0
37,FEMALE,18,1,35,47,0,17,0,4.3,Not Subscribed,2,0,15,5,6,2
18,FEMALE,1,0,40,32,1,10,3,4.6,Not Subscribed,2,0,9,5,0,1
55,FEMALE,2,1,25,9,1,15,1,2.6,Not Subscribed,1,0,7,0,1,0
52,FEMALE,24,1,64,30,0,14,0,3.1,Not Subscribed,0,0,47,0,5,0
49,FEMALE,1,0,90,32,1,18,0,3.1,Not Subscribed,5,0,17,4,4,0
56,FEMALE,21,1,88,0,0,18,0,3.1,Not Subscribed,3,0,46,5,3,0
27,FEMALE,1,0,55,6,1,6,3,4.4,Not Subscribed,4,0,32,1,5,1
22,FEMALE,7,0,90,25,1,3,0,4.3,Not Subscribed,2,0,34,1,0,1
18,FEMALE,16,1,50,25,1,1,3,3.1,Not Subscribed,0,0,18,1,4,1
21,FEMALE,1,0,34,18,0,18,0,3.1,Not Subscribed,5,0,5,3,3,1
30,FEMALE,12,0,77,23,1,7,3,4.9,Not Subscribed,0,0,44,2,4,1
62,FEMALE,8,0,89,17,0,16,3,2.9,Not Subscribed,5,0,4,0,5,3
28,FEMALE,0,0,87,26,3,21,0,3.8,Not Subscribed,3,0,37,1,3,1
66,FEMALE,5,1,77,20,2,4,3,4.2,Not Subscribed,0,0,43,1,4,3
66,FEMALE,17,2,85,48,0,2,3,3.9,Not Subscribed,4,0,28,0,5,3
49,FEMALE,13,1,66,26,3,21,2,2.8,Not Subscribed,1,0,36,1,4,0
40,FEMALE,5,1,32,2,0,19,3,2.6,Not Subscribed,4,0,16,2,0,2
49,FEMALE,10,3,92,10,1,10,1,3.0,Not Subscribed,5,0,38,0,2,0
19,FEMALE,16,1,80,9,1,6,3,2.7,Not Subscribed,3,0,37,0,3,1
24,FEMALE,5,1,78,36,1,2,0,2.8,Not Subscribed,0,0,9,1,1,1
31,FEMALE,11,1,24,25,1,14,1,2.9,Not Subscribed,0,0,14,4,3,1
35,FEMALE,24,1,59,9,1,23,0,3.8,Not Subscribed,2,0,3,5,6,2
65,FEMALE,22,0,41,38,3,4,1,4.4,Not Subscribed,1,0,10,2,3,3
68,FEMALE,12,0,26,41,1,12,1,3.1,Not Subscribed,1,0,26,0,1,3
57,FEMALE,21,1,52,24,1,13,0,3.7,Not Subscribed,4,0,30,3,1,0
69,FEMALE,19,1,46,46,0,20,2,4.9,Not Subscribed,3,0,32,4,3,3
45,FEMALE,13,1,52,35,0,14,3,3.8,Not Subscribed,5,0,35,4,4,0
35,FEMALE,21,1,42,6,1,12,0,3.4,Not Subscribed,5,0,26,3,2,2
36,FEMALE,14,2,37,3,3,21,1,4.6,Not Subscribed,0,0,39,2,4,2
55,FEMALE,1,0,52,24,0,0,0,3.2,Not Subscribed,4,0,31,2,4,0
66,FEMALE,14,2,34,46,0,0,1,2.7,Not Subscribed,2,0,28,2,0,3
57,FEMALE,18,1,88,11,1,13,1,4.3,Not Subscribed,2,0,12,3,1,0
18,FEMALE,7,0,88,25,0,21,0,3.8,Not Subscribed,4,0,46,4,6,1
31,FEMALE,10,3,51,25,1,4,2,4.4,Not Subscribed,2,0,27,4,2,1
50,FEMALE,22,0,97,9,0,8,0,3.6,Not Subscribed,2,0,4,2,0,0
50,FEMALE,20,2,56,23,1,8,3,3.5,Not Subscribed,4,0,14,1,2,0
61,FEMALE,23,1,53,10,0,8,1,4.2,Not Subscribed,0,0,30,5,5,3
52,FEMALE,19,1,71,34,0,6,0,4.7,Not Subscribed,1,0,6,4,0,0
38,FEMALE,12,0,93,45,2,5,3,4.8,Not Subscribed,5,0,43,5,0,2
67,FEMALE,2,1,72,42,0,9,3,3.2,Not Subscribed,2,0,28,3,6,3
42,FEMALE,2,1,59,44,1,10,3,3.5,Not Subscribed,4,0,39,0,4,2
25,FEMALE,3,2,87,15,1,0,2,4.2,Not Subscribed,5,0,30,4,1,1
41,FEMALE,11,1,78,4,2,17,0,3.4,Not Subscribed,2,0,5,2,3,2
62,FEMALE,9,1,68,23,3,12,3,4.7,Not Subscribed,5,0,42,2,2,3
19,FEMALE,23,1,76,14,2,12,0,3.0,Not Subscribed,2,0,20,1,3,1
63,FEMALE,6,0,99,45,0,20,3,4.0,Not Subscribed,1,0,35,2,3,3
43,FEMALE,20,2,52,19,0,6,2,4.6,Not Subscribed,4,0,10,2,1,2
68,FEMALE,22,0,58,24,2,18,1,4.9,Not Subscribed,3,0,36,2,5,3
24,FEMALE,1,0,59,48,0,12,3,2.8,Not Subscribed,1,0,21,3,3,1
27,FEMALE,23,1,71,18,1,20,1,3.2,Not Subscribed,2,0,29,2,2,1
61,FEMALE,6,0,94,37,0,15,3,2.8,Not Subscribed,2,0,39,3,6,3
59,FEMALE,7,0,40,18,3,16,3,4.2,Not Subscribed,1,0,16,4,4,3
67,FEMALE,21,1,24,24,0,1,1,4.8,Not Subscribed,2,0,32,2,4,3
46,FEMALE,13,1,38,44,2,9,0,2.8,Not Subscribed,0,0,34,1,4,0
65,FEMALE,15,0,37,48,0,8,0,4.5,Not Subscribed,4,0,38,5,0,3
63,FEMALE,4,3,29,29,0,20,1,4.1,Not Subscribed,1,0,14,5,0,3
57,FEMALE,10,3,92,30,3,10,0,4.3,Not Subscribed,2,0,23,3,1,0
40,FEMALE,9,1,24,5,3,11,0,4.4,Not Subscribed,0,0,50,0,2,2
36,FEMALE,3,2,52,4,1,3,3,3.0,Not Subscribed,2,0,49,4,4,2
67,FEMALE,21,1,29,2,3,0,2,2.7,Not Subscribed,3,0,14,4,0,3
61,FEMALE,12,0,30,13,0,9,3,3.3,Not Subscribed,0,0,42,4,6,3
64,FEMALE,17,2,31,3,0,15,0,4.3,Not Subscribed,4,0,39,3,0,3
30,FEMALE,21,1,67,27,1,11,2,2.9,Not Subscribed,1,0,43,5,1,1
53,FEMALE,13,1,65,38,0,21,3,4.9,Not Subscribed,4,0,12,1,4,0
27,FEMALE,20,2,22,49,1,9,3,3.6,Not Subscribed,0,0,21,3,6,1
27,FEMALE,22,0,56,42,1,3,3,3.3,Not Subscribed,4,0,33,2,4,1
53,FEMALE,19,1,78,46,1,24,1,3.1,Not Subscribed,2,0,6,3,0,0
34,FEMALE,4,3,90,38,1,11,2,2.7,Not Subscribed,2,0,10,4,2,2
39,FEMALE,9,1,85,12,2,13,3,3.4,Not Subscribed,3,0,18,1,6,2
44,FEMALE,22,0,58,36,1,19,0,3.4,Not Subscribed,1,0,46,5,6,2
37,FEMALE,19,1,34,8,1,20,0,3.9,Not Subscribed,1,0,49,4,4,2
57,FEMALE,4,3,40,15,0,23,2,3.5,Not Subscribed,0,0,39,2,6,0
38,FEMALE,7,0,29,33,1,2,0,4.1,Not Subscribed,2,0,16,1,4,2
21,FEMALE,24,1,76,28,1,24,3,3.2,Not Subscribed,4,0,28,1,0,1
45,FEMALE,22,0,84,42,2,12,0,4.6,Not Subscribed,5,0,22,4,5,0
68,FEMALE,16,1,65,25,2,7,1,3.9,Not Subscribed,4,0,36,5,1,3
37,FEMALE,9,1,80,7,0,9,3,2.7,Not Subscribed,2,0,18,4,4,2
53,FEMALE,2,1,98,28,1,16,0,3.0,Not Subscribed,5,0,31,2,6,0
57,FEMALE,20,2,71,22,3,0,1,3.3,Not Subscribed,3,0,38,0,3,0
28,FEMALE,15,0,69,1,3,23,0,2.7,Not Subscribed,2,0,42,3,5,1
37,FEMALE,12,0,95,6,1,24,1,4.6,Not Subscribed,0,0,27,4,0,2
54,FEMALE,13,1,67,6,1,20,0,2.7,Not Subscribed,1,0,24,1,4,0
49,FEMALE,20,2,49,15,1,13,2,2.5,Not Subscribed,3,0,38,3,0,0
62,FEMALE,17,2,97,27,1,12,3,4.4,Not Subscribed,2,0,9,2,0,3
45,FEMALE,24,1,34,20,1,23,1,4.0,Not Subscribed,3,0,19,0,4,0
45,FEMALE,1,0,74,13,1,10,0,3.8,Not Subscribed,1,0,11,3,1,0
49,FEMALE,12,0,96,46,1,1,3,2.5,Not Subscribed,0,0,16,3,5,0
27,FEMALE,1,0,68,15,1,8,2,4.0,Not Subscribed,2,0,18,5,4,1
63,FEMALE,1,0,84,39,0,13,0,4.1,Not Subscribed,3,0,8,1,4,3
61,FEMALE,24,1,57,44,1,7,2,2.8,Not Subscribed,1,0,4,1,6,3
25,FEMALE,20,2,84,49,3,20,0,3.4,Not Subscribed,0,0,37,1,5,1
33,FEMALE,22,0,32,5,1,4,0,2.7,Not Subscribed,0,0,30,1,4,2
56,FEMALE,14,2,37,47,1,22,0,3.8,Not Subscribed,0,0,37,0,4,0
50,FEMALE,7,0,58,6,1,10,2,4.4,Not Subscribed,5,0,30,4,5,0
45,FEMALE,21,1,74,36,2,0,0,2.8,Not Subscribed,1,0,17,5,6,0
45,FEMALE,9,1,99,11,0,1,2,5.0,Not Subscribed,5,0,11,0,2,0
65,FEMALE,23,1,81,3,1,1,0,4.7,Not Subscribed,1,0,42,2,0,3
63,FEMALE,13,1,76,15,1,17,0,3.2,Not Subscribed,3,0,20,1,6,3
70,FEMALE,20,2,98,21,1,11,2,2.9,Not Subscribed,5,0,37,1,4,3
53,FEMALE,6,0,91,3,1,20,2,3.7,Not Subscribed,1,0,12,4,3,0
22,FEMALE,24,1,79,37,2,20,2,4.2,Not Subscribed,2,0,41,0,5,1
26,FEMALE,0,0,83,45,1,16,2,3.4,Not Subscribed,1,0,32,2,5,1
23,FEMALE,4,3,90,22,1,20,1,2.9,Not Subscribed,0,0,15,5,6,1
25,FEMALE,4,3,20,27,1,6,3,3.7,Not Subscribed,4,0,39,5,5,1
69,FEMALE,14,2,21,25,0,3,1,2.7,Not Subscribed,5,0,48,2,3,3
36,FEMALE,0,0,60,26,1,3,0,3.2,Not Subscribed,0,0,8,5,3,2
21,FEMALE,23,1,31,13,2,11,3,4.9,Not Subscribed,5,0,11,0,2,1
57,FEMALE,18,1,40,29,1,1,0,2.8,Not Subscribed,3,0,36,0,4,0
60,FEMALE,22,0,26,48,0,20,3,4.7,Not Subscribed,2,0,50,5,2,3
44,FEMALE,16,1,98,22,1,3,0,3.3,Not Subscribed,1,0,39,5,2,2
31,FEMALE,17,2,51,29,1,11,1,4.3,Not Subscribed,1,0,11,2,1,1
57,FEMALE,8,0,95,35,3,9,0,3.7,Not Subscribed,0,0,5,3,2,0
39,FEMALE,15,0,36,48,1,22,2,4.5,Not Subscribed,0,0,7,2,0,2
48,FEMALE,1,0,52,38,0,5,3,3.4,Not Subscribed,5,0,50,3,6,0
42,FEMALE,24,1,35,13,1,22,1,2.7,Not Subscribed,4,0,21,1,2,2
56,FEMALE,18,1,68,44,2,1,0,4.4,Not Subscribed,1,0,31,3,3,0
28,FEMALE,13,1,50,18,2,4,3,4.0,Not Subscribed,1,0,39,1,1,1
40,FEMALE,22,0,100,0,1,23,3,3.2,Not Subscribed,1,0,28,2,3,2
49,FEMALE,4,3,74,0,2,7,3,4.2,Not Subscribed,3,0,33,0,6,0
37,FEMALE,9,1,45,11,0,16,3,3.0,Not Subscribed,5,0,42,2,5,2
22,FEMALE,5,1,97,3,1,5,0,2.8,Not Subscribed,2,0,5,0,2,1
27,FEMALE,2,1,60,34,1,2,3,4.9,Not Subscribed,1,0,25,1,4,1
59,FEMALE,21,1,25,12,1,9,3,4.7,Not Subscribed,1,0,48,4,0,3
35,FEMALE,21,1,55,27,3,11,1,4.4,Not Subscribed,4,0,30,2,6,2
58,FEMALE,17,2,99,42,1,10,3,3.1,Not Subscribed,3,0,34,4,5,3
58,FEMALE,1,0,45,27,2,14,2,2.6,Not Subscribed,2,0,34,4,2,3
46,FEMALE,23,1,20,35,1,5,1,3.9,Not Subscribed,5,0,14,1,3,0
43,FEMALE,13,1,88,0,3,8,2,2.6,Not Subscribed,0,0,2,3,6,2
39,FEMALE,15,0,99,40,1,23,2,4.0,Not Subscribed,5,0,41,4,2,2
59,FEMALE,19,1,86,42,1,2,1,4.9,Not Subscribed,5,0,3,2,4,3
59,FEMALE,5,1,70,25,1,1,2,3.3,Not Subscribed,0,0,18,0,6,3
59,FEMALE,8,0,50,49,2,18,0,3.0,Not Subscribed,1,0,1,3,3,3
45,FEMALE,7,0,57,31,0,18,3,2.7,Not Subscribed,3,0,5,4,4,0
27,FEMALE,13,1,69,36,0,6,3,3.1,Not Subscribed,2,0,41,0,0,1
24,FEMALE,24,1,94,4,1,18,0,4.8,Not Subscribed,3,0,5,2,4,1
47,FEMALE,10,3,24,32,0,17,1,2.9,Not Subscribed,1,0,10,3,2,0
70,FEMALE,15,0,79,16,0,23,1,4.5,Not Subscribed,0,0,20,5,0,3
58,FEMALE,8,0,31,10,3,11,0,4.6,Not Subscribed,2,0,11,1,6,3
45,FEMALE,10,3,67,12,0,16,3,5.0,Not Subscribed,1,0,4,5,3,0
24,FEMALE,19,1,63,47,0,1,1,4.3,Not Subscribed,0,0,38,2,6,1
67,FEMALE,7,0,61,39,3,23,1,4.9,Not Subscribed,3,0,19,2,1,3
31,FEMALE,0,0,50,25,1,12,2,4.0,Not Subscribed,0,0,16,5,2,1
52,FEMALE,4,3,82,33,0,1,1,3.1,Not Subscribed,2,0,2,4,4,0
29,FEMALE,1,0,51,30,0,13,0,2.6,Not Subscribed,0,0,11,1,4,1
62,FEMALE,7,0,23,24,0,7,1,4.9,Not Subscribed,4,0,18,0,3,3
19,FEMALE,4,3,91,47,1,6,1,3.5,Not Subscribed,0,0,47,2,3,1
62,FEMALE,23,1,60,39,2,11,1,4.5,Not Subscribed,5,0,15,0,1,3
70,FEMALE,2,1,34,47,2,10,2,2.8,Not Subscribed,3,0,15,1,6,3
20,FEMALE,2,1,23,1,1,8,1,4.2,Not Subscribed,3,0,47,5,5,1
67,FEMALE,1,0,82,47,1,22,0,4.1,Not Subscribed,2,0,47,4,4,3
65,FEMALE,10,3,73,30,1,3,0,3.5,Not Subscribed,1,0,6,0,2,3
45,FEMALE,18,1,32,40,0,20,1,4.0,Not Subscribed,0,0,18,5,4,0
26,FEMALE,8,0,80,35,1,4,1,4.0,Not Subscribed,1,0,40,0,1,1
36,FEMALE,13,1,58,35,3,4,2,2.5,Not Subscribed,2,0,31,2,3,2
36,FEMALE,2,1,82,0,3,0,3,4.2,Not Subscribed,4,0,31,5,1,2
20,FEMALE,1,0,60,23,2,21,2,3.4,Not Subscribed,3,0,4,2,3,1
30,FEMALE,7,0,79,23,3,14,0,4.8,Not Subscribed,3,0,36,0,2,1
34,FEMALE,9,1,41,26,0,5,2,4.9,Not Subscribed,4,0,31,4,1,2
63,FEMALE,10,3,39,5,0,14,2,3.6,Not Subscribed,5,0,6,5,3,3
18,FEMALE,15,0,36,37,2,8,3,4.0,Not Subscribed,5,0,1,1,4,1
55,FEMALE,11,1,70,43,1,16,0,2.6,Not Subscribed,1,0,29,1,4,0
48,FEMALE,7,0,47,20,1,2,2,3.1,Not Subscribed,5,0,19,4,4,0
45,FEMALE,10,3,27,14,1,16,3,3.6,Not Subscribed,2,0,12,4,3,0
29,FEMALE,8,0,52,8,0,2,2,4.0,Not Subscribed,1,0,18,0,0,1
55,FEMALE,20,2,75,17,0,1,2,3.9,Not Subscribed,3,0,45,1,5,0
55,FEMALE,8,0,30,15,3,1,0,3.9,Not Subscribed,1,0,45,2,4,0
55,FEMALE,21,1,94,15,1,22,1,3.3,Not Subscribed,4,0,8,2,5,0
48,FEMALE,15,0,68,16,2,6,2,2.9,Not Subscribed,4,0,4,4,2,0
42,FEMALE,21,1,45,30,1,13,2,3.1,Not Subscribed,2,0,5,3,3,2
21,FEMALE,8,0,67,32,3,16,2,4.7,Not Subscribed,4,0,30,1,5,1
45,FEMALE,10,3,46,33,1,13,2,3.9,Not Subscribed,2,0,15,4,4,0
